Facility ID,Name,Type,Street Address,City,County,State,Zip Code,Facility Phone Number,Facility Latitude,Facility Longitude,Facility Location
14913,Seneca Lake Terrace Assisted Living Center,Adult Home,3670 Pre-emption Road County Rd. #6,Geneva,Ontario,New York,14456,3157894162,41.794794,-74.748809,"(41.794794, -74.748809)"
14938,The Plaza at Clover Lake,Adult Home,838 Fair Street,Carmel,Putnam,New York,10512,8458784111,41.794876,-74.751381,"(41.794876, -74.751381)"
1671,Parker Jewish Institute for Health Care & Rehab,Residential Health Care Facility,271-11 76th Avenue,New Hyde Park,Queens,New York,11040,7182892350,41.795429,-73.865288,"(41.795429, -73.865288)"
1876,Lewis County General Hospital Certified Home Healthcare Agency,Certified Home Health Agency,7785 N State Street,Lowville,Lewis,New York,13367,3153765308,41.796227,-74.710045,"(41.796227, -74.710045)"
344,Premier Genesee Center for Nursing and Rehabilitation,Residential Health Care Facility,278 Bank Street,Batavia,Genesee,New York,14020,5853440584,41.796227,-74.710045,"(41.796227, -74.710045)"
14662,Samuel F. Vilas Home,Adult Home,61 Beekman Street,Plattsburgh,Clinton,New York,12901,5185634960,41.797321,-74.706131,"(41.797321, -74.706131)"
786,Nyack Ridge Rehabilitation and Nursing Center,Residential Health Care Facility,476 Christian Herald Road,Valley Cottage,Rockland,New York,10989,8452686861,41.804749,-74.065359,"(41.804749, -74.065359)"
6384,New York Center for Rehabilitation & Nursing,Residential Health Care Facility,26-13 21st Street,Astoria,Queens,New York,11102,7186264800,41.83255,-73.93364,"(41.83255, -73.93364)"
754,Putnam Nursing & Rehabilitation Center,Residential Health Care Facility,404 Ludingtonville Road,Holmes,Putnam,New York,12531,8458783241,41.917107,-74.022675,"(41.917107, -74.022675)"
9219,"A & T Certified Home Care, LLC",Certified Home Health Agency,337 North Main Street,New City,Rockland,New York,10956,8457088182,41.921699,-74.009671,"(41.921699, -74.009671)"
14681,GreenField Terrace,Adult Home,5979 Broadway Street,Lancaster,Erie,New York,14086,7166814434,41.926517,-73.892136,"(41.926517, -73.892136)"
1406,Bensonhurst Center for Rehabilitation and Healthcare,Residential Health Care Facility,1740 84th Street,Brooklyn,Kings,New York,11214,7182326700,41.934959,-73.911369,"(41.934959, -73.911369)"
6313,Jefferson's Ferry,Residential Health Care Facility,500 Mather Drive,So  Setauket,Suffolk,New York,11720,6316502600,41.941833,-73.935341,"(41.941833, -73.935341)"
5714,Finger Lakes Center for Living,Residential Health Care Facility,20 Park Avenue,Auburn,Cayuga,New York,13021,3152557188,41.96225,-74.907913,"(41.96225, -74.907913)"
14696,Elderwood Assisted Living at Cheektowaga,Adult Home,229 Bennett Road,Cheektowaga,Erie,New York,14227,7166818631,41.98048,-73.995155,"(41.98048, -73.995155)"
71,The Pines Healthcare & Rehabilitation Centers Olean Campus,Residential Health Care Facility,2245 West State Street,Olean,Cattaraugus,New York,14760,7163731910,41.991867,-73.996162,"(41.991867, -73.996162)"
14599,Marjorie Doyle Rockwell Center,Adult Home,18 Pasinella Way,Cohoes,Albany,New York,12047,5182384150,42.00064,-76.544516,"(42.00064, -76.544516)"
1702,Queens Nassau Rehabilitation and Nursing Center,Residential Health Care Facility,520 Beach 19th Street,Far Rockaway,Queens,New York,11691,7184717400,42.012218,-76.527603,"(42.012218, -76.527603)"
7789,Canterbury Woods,Residential Health Care Facility,725 Renaissance Drive,Williamsville,Erie,New York,14221,7169295800,42.052964,-79.165293,"(42.052964, -79.165293)"
15066,Brightview Sayville,Adult Home,445 Broadway Avenue,Sayville,Suffolk,New York,11782,6315460302,42.053666,-76.032946,"(42.053666, -76.032946)"
538,Garden Care Center,Residential Health Care Facility,135 Franklin Avenue,Franklin Square,Nassau,New York,11010,5167752100,42.05432,-76.021143,"(42.05432, -76.021143)"
9706,Atara Home Care,Certified Home Health Agency,3525 Baychester Avenue,Bronx,Bronx,New York,10466,2122355100,42.067524,-76.789673,"(42.067524, -76.789673)"
15053,Sunrise of West Babylon,Adult Home,580 Montauk Highway,West Babylon,Suffolk,New York,11704,6314228500,42.074417,-78.458765,"(42.074417, -78.458765)"
1757,Golden Gate Rehabilitation & Health Care Center,Residential Health Care Facility,191 Bradley Ave,Staten Island,Richmond,New York,10314,7186988800,42.077087,-78.457413,"(42.077087, -78.457413)"
1679,Far Rockaway Center for Rehabilitation and Nursing,Residential Health Care Facility,13-11 Virginia St,Far Rockaway,Queens,New York,11691,7183272909,42.077347,-78.444183,"(42.077347, -78.444183)"
14823,Amber Court of Westbury,Adult Home,3400 Brush Hollow Road,Westbury,Nassau,New York,11590,5163343838,42.078487,-76.081083,"(42.078487, -76.081083)"
1376,Schulman and Schachne Institute for Nursing And Rehabilitation,Residential Health Care Facility,555 Rockaway Parkway,Brooklyn,Kings,New York,11212,7182405775,42.078783,-73.948578,"(42.078783, -73.948578)"
1088,Bethel Nursing Home Company Inc,Residential Health Care Facility,17 Narragansett Avenue,Ossining,Westchester,New York,10562,9149417300,42.086971,-78.450386,"(42.086971, -78.450386)"
547,Highfield Gardens Care Center of Great Neck,Residential Health Care Facility,199 Community Drive,Great Neck,Nassau,New York,11021,5163659229,42.086971,-78.450386,"(42.086971, -78.450386)"
15099,Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP,Adult Home,653 Bay Road,Queensbury,Warren,New York,12804,5187610176,42.087445,-75.953058,"(42.087445, -75.953058)"
15247,Esplanade of Woodmere,Adult Home,130 Irving Place,Woodmere,Nassau,New York,11598,5166651645,42.089742,-75.954721,"(42.089742, -75.954721)"
203,Renaissance Rehabilitation and Nursing Care Center,Residential Health Care Facility,4975 Albany Post Road,Staatsburg,Dutchess,New York,12580,8458894500,42.09,-79.2948,"(42.09, -79.2948)"
5986,Chautauqua Hospice and Palliative Care,Hospice,20 West Fairmount Avenue,Lakewood,Chautauqua,New York,14750,7163380033,42.090252,-79.238281,"(42.090252, -79.238281)"
14970,"Lakeside Manor Home for Adults, Inc.",Adult Home,797 Brighton Avenue,Staten Island,Richmond,New York,10301,7187209600,42.091071,-78.476587,"(42.091071, -78.476587)"
15020,Updyke's Willow Ridge Quality Care Facility,Adult Home,131 Hornell Street,Hornell,Steuben,New York,14843,6073245417,42.091446,-76.79686,"(42.091446, -76.79686)"
4089,Northwell Health Stern Family Center for Rehabilitation,Residential Health Care Facility,330 Community Drive,Manhasset,Nassau,New York,11030,5165628000,42.091726,-76.067975,"(42.091726, -76.067975)"
3981,"Hospice Care of Long Island,Queens South Shore",Hospice,99 Sunnyside Boulevard,Woodbury,Nassau,New York,11797,5168327100,42.091839,-76.067696,"(42.091839, -76.067696)"
1013,Elderwood at North Creek,Residential Health Care Facility,112 Ski Bowl Road,North Creek,Warren,New York,12853,5182512447,42.093357,-76.796593,"(42.093357, -76.796593)"
9186,The Amsterdam at Harborside,Residential Health Care Facility,300 East Overlook,Port Washington,Nassau,New York,11050,5164726632,42.093357,-76.796593,"(42.093357, -76.796593)"
492,Emerge Nursing and Rehabilitation at Glen Cove,Residential Health Care Facility,2 Medical Plaza,Glen Cove,Nassau,New York,11542,5166710858,42.094631,-78.489937,"(42.094631, -78.489937)"
9337,St. John's Penfield Homes,Residential Health Care Facility,65 Sonoma Drive,Fairport,Monroe,New York,14450,5852925250,42.097095,-75.975243,"(42.097095, -75.975243)"
772,Collar City Nursing and Rehabilitation Center,Residential Health Care Facility,100 New Turnpike Road,Troy,Rensselaer,New York,12182,5182351410,42.097095,-75.975243,"(42.097095, -75.975243)"
14744,Mermaid Manor Home for Adults,Adult Home,3602 Mermaid Avenue,Brooklyn,Kings,New York,11224,7182662100,42.097494,-79.271993,"(42.097494, -79.271993)"
1212,Hebrew Home for the Aged at Riverdale,Residential Health Care Facility,5901 Palisade Avenue,Bronx,Bronx,New York,10471,7185811780,42.097494,-79.271993,"(42.097494, -79.271993)"
126,ChaseHealth Rehab and Residential Care,Residential Health Care Facility,"One Terrace Heights, P.O. Box 250",New Berlin,Chenango,New York,13411,6078477000,42.097885,-79.327179,"(42.097885, -79.327179)"
14631,The Pavilion at Vestal,Adult Home,105 West Sheedy Road,Vestal,Broome,New York,13850,6077544105,42.10033,-75.958817,"(42.10033, -75.958817)"
719,Medina Memorial Hospital SNF,Residential Health Care Facility,200 Ohio Street,Medina,Orleans,New York,14103,5857982000,42.100857,-75.985847,"(42.100857, -75.985847)"
96,Northwoods Rehabilitation and Nursing Center at Moravia,Residential Health Care Facility,7 Keeler Avenue,Moravia,Cayuga,New York,13118,3154970440,42.100979,-75.916901,"(42.100979, -75.916901)"
1073,Bayberry Nursing Home,Residential Health Care Facility,40 Keogh Lane,New Rochelle,Westchester,New York,10805,9146363947,42.101349,-75.923428,"(42.101349, -75.923428)"
14777,Rainier Grove at Cherry Ridge,Adult Home,900 Cherry Ridge Road,Webster,Monroe,New York,14580,5856976700,42.106297,-76.249535,"(42.106297, -76.249535)"
582,Degraff Memorial Hospital-Skilled Nursing Facility,Residential Health Care Facility,445 Tremont Street,North Tonawanda,Niagara,New York,14120,7166944500,42.106472,-75.965775,"(42.106472, -75.965775)"
14678,Inspire of McClelland,Adult Home,126 Old Castle Point Road,Wappinger Falls,Dutchess,New York,12590,8458311909,42.11059,-75.875852,"(42.11059, -75.875852)"
4323,Syracuse Home Association,Residential Health Care Facility,7740 Meigs Road,Baldwinsville,Onondaga,New York,13027,3156382521,42.110928,-75.876694,"(42.110928, -75.876694)"
1154,Wyoming County Community Hospital SNF,Residential Health Care Facility,400 North Main Street,Warsaw,Wyoming,New York,14569,5857862233,42.112522,-76.056824,"(42.112522, -76.056824)"
14806,Hillcrest Spring Residential,Adult Home,"5052 Rte30 Upper Market St, POB 383",Amsterdam,Montgomery,New York,12010,5188433770,42.114246,-79.209785,"(42.114246, -79.209785)"
15081,The New Swan Lake Adult Home LLC,Adult Home,Route 55,Swan Lake,Sullivan,New York,12783,8452926298,42.114821,-79.209239,"(42.114821, -79.209239)"
1379,"New Carlton Rehab and Nursing Center, LLC",Residential Health Care Facility,405 Carlton Ave,Brooklyn,Kings,New York,11238,7187896262,42.118538,-75.90686,"(42.118538, -75.90686)"
3258,Hollis Park Manor Nursing Home,Residential Health Care Facility,191-06 Hillside Avenue,Hollis,Queens,New York,11423,7184791010,42.1194,-79.310501,"(42.1194, -79.310501)"
4006,Warren County Health Services,Long Term Home Health Care Program,1340 State Route 9,Lake George,Warren,New York,12845,5187616415,42.121269,-77.947121,"(42.121269, -77.947121)"
867,Corning Center for Rehabilitation and Healthcare,Residential Health Care Facility,205 East First Street,Corning,Steuben,New York,14830,6076542400,42.123119,-77.96125,"(42.123119, -77.96125)"
621,Presbyterian Home for Central New York Inc,Residential Health Care Facility,4290 Middle Settlement Road,New Hartford,Oneida,New York,13413,3157977500,42.123384,-76.994901,"(42.123384, -76.994901)"
14918,New Windsor Country Inn,Adult Home,450 Temple Hill Road P.O. Box 4328,New Windsor,Orange,New York,12553,8455658110,42.126461,-77.967834,"(42.126461, -77.967834)"
14748,Harbor View Home for Adults,Adult Home,3900 Shore Parkway,Brooklyn,Kings,New York,11235,7187699700,42.128794,-77.965971,"(42.128794, -77.965971)"
466,Woodside Manor Nursing Home Inc,Residential Health Care Facility,2425 Clinton Avenue South,Rochester,Monroe,New York,14618,5854610370,42.130827,-75.907363,"(42.130827, -75.907363)"
357,The Grand Rehabilitation and Nursing at Mohawk,Residential Health Care Facility,99 Sixth Avenue,Ilion,Herkimer,New York,13357,3158954050,42.139454,-73.784914,"(42.139454, -73.784914)"
14953,Madison York Home for Adults,Adult Home,61-80 Woodhaven Boulevard,Rego Park,Queens,New York,11374,7184464300,42.139969,-77.046036,"(42.139969, -77.046036)"
1361,Haym Solomon Home for the Aged,Residential Health Care Facility,2340 Cropsey Avenue,Brooklyn,Kings,New York,11214,7183731700,42.14317,-77.123999,"(42.14317, -77.123999)"
7278,Bethel Nursing & Rehabilitation Center,Residential Health Care Facility,67 Springvale Road,Croton-On-Hudson,Westchester,New York,10520,9147396700,42.14476,-77.121475,"(42.14476, -77.121475)"
650,Van Duyn Center for Rehabilitation and Nursing,Residential Health Care Facility,5075 West Seneca Turnpike,Syracuse,Onondaga,New York,13215,3154496000,42.145062,-75.955707,"(42.145062, -75.955707)"
9590,Rebekah Certified Home Health Agency,Certified Home Health Agency,1040 Havemeyer Avenue,Bronx,Bronx,New York,10462,7188636200,42.145068,-75.955707,"(42.145068, -75.955707)"
1003,Hudson Valley Rehabilitation & Extended Care Center,Residential Health Care Facility,260 Vineyard Ave,Highland,Ulster,New York,12528,8456917201,42.147366,-74.641708,"(42.147366, -74.641708)"
14766,Woodcrest Commons,Adult Home,4455 West Henrietta Road,Henrietta,Monroe,New York,14467,5853341800,42.147912,-76.021267,"(42.147912, -76.021267)"
315,Elderwood of Uihlein at Lake Placid,Residential Health Care Facility,185 Old Military Road,Lake Placid,Essex,New York,12946,5185232464,42.147995,-76.021034,"(42.147995, -76.021034)"
1251,Bronx Center for Rehabilitation & Health Care,Residential Health Care Facility,1010 Underhill Ave,Bronx,Bronx,New York,10472,7188636700,42.157581,-78.732101,"(42.157581, -78.732101)"
15092,Culinarians' Home Foundation,Adult Home,71 Old Tschirky Road,New Paltz,Ulster,New York,12561,8452557010,42.162086,-76.854225,"(42.162086, -76.854225)"
368,Samaritan Keep Nursing Home Inc,Residential Health Care Facility,133 Pratt St,Watertown,Jefferson,New York,13601,3157854400,42.172612,-78.947572,"(42.172612, -78.947572)"
1863,Chemung County Department of Health Home Health Agency,Certified Home Health Agency,103 Washington Street,Elmira,Chemung,New York,14901,6077372028,42.183199,-76.833619,"(42.183199, -76.833619)"
337,Fulton Center for Rehabilitation and Healthcare,Residential Health Care Facility,847 Cohwy 122,Gloversville,Fulton,New York,12078,5187733400,42.183548,-76.83271,"(42.183548, -76.83271)"
1687,Meadow Park Rehabilitation and Health Care Center LLC,Residential Health Care Facility,78-10 164th Street,Flushing,Queens,New York,11366,7185918300,42.184658,-77.14283,"(42.184658, -77.14283)"
193,"Northern Dutchess Res Health Care Facility, Inc",Residential Health Care Facility,6525 Springbrook Avenue,Rhinebeck,Dutchess,New York,12572,8458713760,42.195923,-79.251691,"(42.195923, -79.251691)"
4148,Ellis Residential & Rehabilitation Center,Residential Health Care Facility,600 McClellan Street,Schenectady,Schenectady,New York,12304,5182434100,42.196171,-79.251938,"(42.196171, -79.251938)"
431,Aaron Manor Rehabilitation and Nursing Center,Residential Health Care Facility,100 St. Camillus Way,Fairport,Monroe,New York,14450,5853774000,42.213474,-78.287506,"(42.213474, -78.287506)"
1583,North Gate Health Care Facility,Residential Health Care Facility,7264 Nash Road,North Tonawanda,Niagara,New York,14120,7166947700,42.217243,-73.85799,"(42.217243, -73.85799)"
780,The Willows at Ramapo Rehabilitation and Nursing Center,Residential Health Care Facility,30 Cragmere Road,Suffern,Rockland,New York,10901,8453571230,42.230193,-73.87362,"(42.230193, -73.87362)"
9731,Preferred Certified,Certified Home Health Agency,5223 Broadway,Bronx,Bronx,New York,10463,7185430283,42.231598,-73.877724,"(42.231598, -73.877724)"
4468,"Oswego Health Home Care, LLC",Certified Home Health Agency,510 South Fourth Street,Fulton,Oswego,New York,13069,3155981544,42.231789,-73.878349,"(42.231789, -73.878349)"
15049,The Arbors at Hauppauge,Adult Home,1740 Express Drive South,Hauppauge,Suffolk,New York,11788,6315823334,42.248978,-73.649857,"(42.248978, -73.649857)"
9709,Briah Home Care,Certified Home Health Agency,3525 Baychester Avenue,Bronx,Bronx,New York,10466,7182983900,42.255623,-73.77739,"(42.255623, -73.77739)"
5653,Hospice Buffalo Inc,Hospice,225 Como Park Boulevard,Cheektowaga,Erie,New York,14227,7166861900,42.257166,-74.948713,"(42.257166, -74.948713)"
2960,Metropolitan Jewish Long Term Home Care,Long Term Home Health Care Program,6323 Seventh Avenue,Brooklyn,Kings,New York,11220,7187594333,42.262411,-73.813968,"(42.262411, -73.813968)"
14699,Elderwood Village at Bassett Park,Adult Home,245 Bassett Road,Williamsville,Erie,New York,14221,7166884011,42.28117,-73.705015,"(42.28117, -73.705015)"
457,Wedgewood Nursing and Rehabilitation Center,Residential Health Care Facility,5 Church Street,Spencerport,Monroe,New York,14559,5853524810,42.284801,-73.703201,"(42.284801, -73.703201)"
15128,Westchester Center for Independent and Assisted Living,Adult Home,75 Stratton Street South,Yonkers,Westchester,New York,10701,9147877400,42.312862,-77.658585,"(42.312862, -77.658585)"
15103,The Mansion at South Union,Adult Home,11 South Union Street,Cambridge,Washington,New York,12816,5186773711,42.315208,-77.660034,"(42.315208, -77.660034)"
841,Kingsway Arms Nursing Center Inc,Residential Health Care Facility,323 Kings Road,Schenectady,Schenectady,New York,12304,5183934117,42.328117,-79.572411,"(42.328117, -79.572411)"
133,NYS Veterans Home,Residential Health Care Facility,4211 State Highway 220,Oxford,Chenango,New York,13830,6078433100,42.33263,-77.665479,"(42.33263, -77.665479)"
1059,Martine Center for Rehabilitation and Nursing,Residential Health Care Facility,12 Tibbits Avenue,White Plains,Westchester,New York,10606,9144280910,42.343681,-73.609282,"(42.343681, -73.609282)"
476,St Anns Community,Residential Health Care Facility,1500 Portland Avenue,Rochester,Monroe,New York,14621,5856976000,42.346268,-77.660423,"(42.346268, -77.660423)"
1779,Hamilton County Public Health Nursing Service Home Health Agency,Certified Home Health Agency,P.O. Box 250,Indian Lake,Hamilton,New York,12842,5186486141,42.346513,-76.849998,"(42.346513, -76.849998)"
9198,Eddy Village Green at Beverwyck,Residential Health Care Facility,40 Autumn Drive,Slingerlands,Albany,New York,12159,5184512107,42.349094,-77.29557,"(42.349094, -77.29557)"
14821,Sunrise of East Meadow,Adult Home,1555 Glenn Curtiss Blvd.,East Meadow,Nassau,New York,11554,5165420990,42.351536,-76.858627,"(42.351536, -76.858627)"
590,"Rome Memorial Hospital, Inc - RHCF",Residential Health Care Facility,1500 North James Street,Rome,Oneida,New York,13440,3153387000,42.372935,-77.504338,"(42.372935, -77.504338)"
14611,Manor Hills,Adult Home,4192-B Bolivar Road,Wellsville,Allegany,New York,14895,5855939800,42.372952,-77.278656,"(42.372952, -77.278656)"
950,St. James Rehabilitation & Healthcare Center,Residential Health Care Facility,275 Moriches Road,St James,Suffolk,New York,11780,6318628000,42.405023,-74.621995,"(42.405023, -74.621995)"
9628,"Parker Jewish Institute for Health Care and Rehabilitation, Certified Home Health Agency",Certified Home Health Agency,271-11 76th Avenue,New Hyde Park,Nassau,New York,11040,5165861500,42.40509,-76.48777,"(42.40509, -76.48777)"
60,"Susquehanna Nursing & Rehabilitation Center, LLC",Residential Health Care Facility,282 Riverside Dr,Johnson City,Broome,New York,13790,6077299206,42.406205,-77.420502,"(42.406205, -77.420502)"
1224,Schervier Nursing Care Center,Residential Health Care Facility,2975 Independence Ave,Bronx,Bronx,New York,10463,7185548801,42.41177,-74.598083,"(42.41177, -74.598083)"
3170,Valley Health Services Inc,Residential Health Care Facility,690 West German Street,Herkimer,Herkimer,New York,13350,3158663330,42.415928,-76.504168,"(42.415928, -76.504168)"
810,United Helpers Canton Nursing Home,Residential Health Care Facility,205 State Street Road,Canton,Saint Lawrence,New York,13617,3153864541,42.41798,-73.675468,"(42.41798, -73.675468)"
14740,Signature Senior Living,Adult Home,631 Foster Avenue,Brooklyn,Kings,New York,11230,7188592400,42.418389,-79.37859,"(42.418389, -79.37859)"
169,Robinson Terrace Rehabilitation and Nursing Center,Residential Health Care Facility,28652 State Highway 23,Stamford,Delaware,New York,12167,6076527521,42.425858,-78.488762,"(42.425858, -78.488762)"
564,The Grand Rehabilitation and Nursing at South Point,Residential Health Care Facility,One Long Beach Road,Island Park,Nassau,New York,11558,5164320300,42.426323,-78.162926,"(42.426323, -78.162926)"
15015,The Bixby Home,Adult Home,8342 North Main Street,Interlaken,Seneca,New York,14847,6075324488,42.432209,-76.491943,"(42.432209, -76.491943)"
516,The Grand Pavilion for Rehab & Nursing at Rockville Centre,Residential Health Care Facility,41 Maine Avenue,Rockville Centre,Nassau,New York,11570,5165367730,42.436283,-76.50164,"(42.436283, -76.50164)"
14827,Atria Plainview,Adult Home,12 Washington Avenue,Plainview,Nassau,New York,11803,5169330002,42.43655,-76.510513,"(42.43655, -76.510513)"
1828,ArchCare at Home,Certified Home Health Agency,"115 East Stevens Avenue, Suites 104 & 105",Valhalla,Westchester,New York,10595,9149411710,42.43655,-76.510513,"(42.43655, -76.510513)"
5907,Northern Manhattan Rehabilitation and Nursing Center,Residential Health Care Facility,116 East 125th St,New York,New York,New York,10035,2124261284,42.439308,-75.592493,"(42.439308, -75.592493)"
14762,Morgan Estates,Adult Home,4588 Morgan View Road,Geneseo,Livingston,New York,14454,5852436000,42.439441,-75.080733,"(42.439441, -75.080733)"
14773,Brookdale Pittsford,Adult Home,159 Sully's Trail,Pittsford,Monroe,New York,14534,5852499990,42.442863,-75.087439,"(42.442863, -75.087439)"
731,Morningstar Residential Care Center,Residential Health Care Facility,17 Sunrise Drive,Oswego,Oswego,New York,13126,3153424790,42.4434,-75.1133,"(42.4434, -75.1133)"
14719,Adirondack Manor HFA D.B.A Montcalm Manor HFA,Adult Home,45 Montcalm Street,Ticonderoga,Essex,New York,12883,5185856230,42.450512,-75.605316,"(42.450512, -75.605316)"
15269,The Bristal at York Avenue,Adult Home,1622-1632 York Avenue,New York,New York,New York,10028,6463706446,42.452911,-75.085541,"(42.452911, -75.085541)"
15038,The Lake Shore Assisted Living Residence,Adult Home,211 Lake Shore Road,Lake Ronkonkoma,Suffolk,New York,11779,6315858800,42.455597,-78.925949,"(42.455597, -78.925949)"
919,Apex Rehabilitation & Care Center,Residential Health Care Facility,78 Birchwood Drive,Huntington Station,Suffolk,New York,11746,6314233200,42.45564,-75.059975,"(42.45564, -75.059975)"
14870,Heritage Manor of Ransomville Assisted Living Program,Adult Home,3509 Ransomville Road,Ransomville,Niagara,New York,14131,7167914211,42.45564,-75.059975,"(42.45564, -75.059975)"
15148,The Cloisters,Adult Home,171 North Maple Street,Warsaw,Wyoming,New York,14569,5857868727,42.455693,-76.483881,"(42.455693, -76.483881)"
5546,Hopkins Center for Rehabilitation and Healthcare,Residential Health Care Facility,155 Dean Street,Brooklyn,Kings,New York,11217,7186946700,42.455929,-76.484142,"(42.455929, -76.484142)"
1029,Wayne Health Care,Residential Health Care Facility,100 Sunset Drive,Newark,Wayne,New York,14513,3153322700,42.457405,-75.053261,"(42.457405, -75.053261)"
14948,"New Homestead Home for Adults, Inc.",Adult Home,82-45 Grenfell Street,Kew Gardens,Queens,New York,11415,7184412000,42.457837,-75.058891,"(42.457837, -75.058891)"
15119,Sunnydale Home,Adult Home,809 Stuart Avenue,Mamaroneck,Westchester,New York,10543,9146982824,42.459169,-76.529151,"(42.459169, -76.529151)"
1667,Queen of Peace Residence,Residential Health Care Facility,110-30 221st St,Queens Village,Queens,New York,11429,7184641800,42.462624,-76.532959,"(42.462624, -76.532959)"
1150,North Westchester Restorative Therapy and Nursing Center,Residential Health Care Facility,3550 Lexington Avenue,Mohegan Lake,Westchester,New York,10547,9145282000,42.474426,-79.362961,"(42.474426, -79.362961)"
14644,North Brook Heights Home for Adults,Adult Home,170 Murray Street Extension,Auburn,Cayuga,New York,13021,3152532755,42.475517,-76.482114,"(42.475517, -76.482114)"
272,Elderwood at Lancaster,Residential Health Care Facility,1818 Como Park Blvd,Lancaster,Erie,New York,14086,7166836165,42.476295,-76.48188,"(42.476295, -76.48188)"
1400,Spring Creek Rehabilitation & Nursing Care Center,Residential Health Care Facility,660 Louisiana Avenue,Brooklyn,Kings,New York,11239,7186697100,42.484352,-79.352829,"(42.484352, -79.352829)"
14810,Christian Fellowship House,Adult Home,369 Split Rock Road,Syosset,Nassau,New York,11791,5169226040,42.508579,-78.659195,"(42.508579, -78.659195)"
156,Livingston Hills Nursing and Rehabilitation Center,Residential Health Care Facility,2781 Route 9,Livingston,Columbia,New York,12541,5188513041,42.508789,-78.673546,"(42.508789, -78.673546)"
1708,Franklin Center for Rehabilitation and Nursing,Residential Health Care Facility,142-27 Franklin Avenue,Flushing,Queens,New York,11355,7186703400,42.531824,-75.530127,"(42.531824, -75.530127)"
9136,Woodland Pond at New Paltz,Residential Health Care Facility,100 Woodland Pond Circle,New Paltz,Ulster,New York,12561,8452565910,42.533792,-75.525767,"(42.533792, -75.525767)"
1844,Good Samaritan Hospital Home Care Department,Certified Home Health Agency,"One Crossfield Avenue, Suite 202",West Nyack,Rockland,New York,10994,8453685277,42.534866,-75.512817,"(42.534866, -75.512817)"
14869,Brookdale Niagara Memory Care,Adult Home,6751 Nash Road,North Tonawanda,Niagara,New York,14120,7167311461,42.535,-79.231508,"(42.535, -79.231508)"
3629,HCR / HCR Home Care,Long Term Home Health Care Program,85 Metro Park,Rochester,Monroe,New York,14623-2607,5852721930,42.539822,-73.751411,"(42.539822, -73.751411)"
14673,The Avalon Assisted Living and Wellness Center,Adult Home,1629 Route 376,Wappingers Falls,Dutchess,New York,12590,8454630500,42.541813,-75.524773,"(42.541813, -75.524773)"
5538,The Highlands at Brighton,Residential Health Care Facility,5901 Lac De Ville Blvd,Rochester,Monroe,New York,14618,5854427960,42.547398,-75.526253,"(42.547398, -75.526253)"
1247,Williamsbridge Center for Rehabilitation and Nursing,Residential Health Care Facility,1540 Tomlinson Avenue,Bronx,Bronx,New York,10461,7188926600,42.566667,-76.218908,"(42.566667, -76.218908)"
305,Essex Center for Rehabilitation and Healthcare,Residential Health Care Facility,81 Park Street,Elizabethtown,Essex,New York,12932,5188733570,42.585533,-76.370605,"(42.585533, -76.370605)"
3829,"Health Quest Home Care, Inc. (Certified)",Certified Home Health Agency,"2649 South Road, Suite 220",Poughkeepsie,Dutchess,New York,12601,8454714243,42.595219,-76.160072,"(42.595219, -76.160072)"
186,The Pines at Poughkeepsie Center for Nursing & Rehabilitation,Residential Health Care Facility,100 Franklin Street,Poughkeepsie,Dutchess,New York,12601,8454544100,42.609051,-76.186195,"(42.609051, -76.186195)"
608,The Pines at Utica Center for Nursing & Rehabilitation,Residential Health Care Facility,1800 Butterfield Ave,Utica,Oneida,New York,13501,3157973570,42.611557,-76.164902,"(42.611557, -76.164902)"
14614,RiverSpring Assisted Living,Adult Home,5901 Palisades Avenue,Bronx,Bronx,New York,10471,7185811780,42.615689,-73.694987,"(42.615689, -73.694987)"
14665,Ghent Assisted Living,Adult Home,30 Whittier Way,Ghent,Columbia,New York,12075,5188280900,42.619942,-73.698189,"(42.619942, -73.698189)"
859,Schuyler Hospital Inc and Long Term Care Unit,Residential Health Care Facility,220 Steuben Street,Montour Falls,Schuyler,New York,14865,6075358611,42.620002,-76.725602,"(42.620002, -76.725602)"
15060,Sachem Adult Home,Adult Home,1298 Coates Avenue,Holbrook,Suffolk,New York,11741,6315884554,42.625923,-73.802002,"(42.625923, -73.802002)"
3283,St Cabrini Nursing Home,Long Term Home Health Care Program,115 South Broadway,Dobbs Ferry,Westchester,New York,10522,9146936800,42.6329,-75.316498,"(42.6329, -75.316498)"
15000,Home of the Good Shepherd Moreau,Adult Home,186-200 Bluebird Road,Moreau,Saratoga,New York,12803,5187921000,42.634776,-76.17836,"(42.634776, -76.17836)"
2539,Menorah Home & Hospital for Aged & Infirm,Residential Health Care Facility,1516 Oriental Boulevard,Brooklyn,Kings,New York,11235,7186464441,42.643394,-73.698532,"(42.643394, -73.698532)"
3908,Helios Care,Hospice,297 River Street Service Road,Oneonta,Otsego,New York,13820,6074326773,42.645485,-73.77829,"(42.645485, -73.77829)"
14994,Maplewood Assisted Living,Adult Home,205 State Street Road,Canton,Saint Lawrence,New York,13617,3153864541,42.653301,-73.805016,"(42.653301, -73.805016)"
14648,Bergquist Memorial Assisted Living Residences,Adult Home,"4600 Route 60, P.O. Box 350",Gerry,Chautauqua,New York,14740,7169856832,42.65839,-73.838501,"(42.65839, -73.838501)"
